"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2017/18","S08000025"," ","SMR01"," ","> 6 months",0
"2017/18","S08000025"," ","SMR04"," ","< 1 day",0
"2017/18","S08000025"," ","SMR04"," ","1 - 7 days",0
"2017/18","S08000025"," ","SMR04"," ","8 - 28 days",0
"2017/18","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2017/18","S08000025"," ","SMR04"," ","> 6 months",0
"2017/18","S08000025"," ","Total","d","< 1 day",30
"2017/18","S08000025"," ","Total","d","1 - 7 days",25
"2017/18","S08000025"," ","Total","d","8 - 28 days",5
"2017/18","S08000025"," ","Total","d","29 days - 6 months",0
"2017/18","S08000025"," ","Total","d","> 6 months",0
"2017/18","S08000026"," ","SMR01"," ","< 1 day",20
"2017/18","S08000026"," ","SMR01"," ","1 - 7 days",55
"2017/18","S08000026"," ","SMR01"," ","8 - 28 days",15
"2017/18","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2017/18","S08000026"," ","SMR01"," ","> 6 months",0
"2017/18","S08000026"," ","SMR04"," ","< 1 day",0
"2017/18","S08000026"," ","SMR04"," ","1 - 7 days",0
"2017/18","S08000026"," ","SMR04"," ","8 - 28 days",0
"2017/18","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2017/18","S08000026"," ","SMR04"," ","> 6 months",0
"2017/18","S08000026"," ","Total","d","< 1 day",20
"2017/18","S08000026"," ","Total","d","1 - 7 days",55
"2017/18","S08000026"," ","Total","d","8 - 28 days",15
"2017/18","S08000026"," ","Total","d","29 days - 6 months",0
"2017/18","S08000026"," ","Total","d","> 6 months",0
"2017/18","S08000030"," ","SMR01"," ","< 1 day",220
"2017/18","S08000030"," ","SMR01"," ","1 - 7 days",455
"2017/18","S08000030"," ","SMR01"," ","8 - 28 days",205
"2017/18","S08000030"," ","SMR01"," ","29 days - 6 months",125
"2017/18","S08000030"," ","SMR01"," ","> 6 months",0
"2017/18","S08000030"," ","SMR04"," ","< 1 day",40
"2017/18","S08000030"," ","SMR04"," ","1 - 7 days",460
"2017/18","S08000030"," ","SMR04"," ","8 - 28 days",445
"2017/18","S08000030"," ","SMR04"," ","29 days - 6 months",570
"2017/18","S08000030"," ","SMR04"," ","> 6 months",90
"2017/18","S08000030"," ","Total","d","< 1 day",260
"2017/18","S08000030"," ","Total","d","1 - 7 days",915
"2017/18","S08000030"," ","Total","d","8 - 28 days",650
"2017/18","S08000030"," ","Total","d","29 days - 6 months",695
"2017/18","S08000030"," ","Total","d","> 6 months",90
"2017/18","S08000028"," ","SMR01"," ","< 1 day",25
"2017/18","S08000028"," ","SMR01"," ","1 - 7 days",75
"2017/18","S08000028"," ","SMR01"," ","8 - 28 days",10
"2017/18","S08000028"," ","SMR01"," ","29 days - 6 months",10
"2017/18","S08000028"," ","SMR01"," ","> 6 months",0
"2017/18","S08000028"," ","SMR04"," ","< 1 day",0
"2017/18","S08000028"," ","SMR04"," ","1 - 7 days",5
"2017/18","S08000028"," ","SMR04"," ","8 - 28 days",10
"2017/18","S08000028"," ","SMR04"," ","29 days - 6 months",15
"2017/18","S08000028"," ","SMR04"," ","> 6 months",5
"2017/18","S08000028"," ","Total","d","< 1 day",25
"2017/18","S08000028"," ","Total","d","1 - 7 days",75
"2017/18","S08000028"," ","Total","d","8 - 28 days",25
"2017/18","S08000028"," ","Total","d","29 days - 6 months",25
"2017/18","S08000028"," ","Total","d","> 6 months",5
"2017/18","SB0802"," ","SMR01"," ","< 1 day",0
"2017/18","SB0802"," ","SMR01"," ","1 - 7 days",0
"2017/18","SB0802"," ","SMR01"," ","8 - 28 days",0
"2017/18","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2017/18","SB0802"," ","SMR01"," ","> 6 months",0
"2017/18","SB0802"," ","SMR04"," ","< 1 day",0
"2017/18","SB0802"," ","SMR04"," ","1 - 7 days",0
"2017/18","SB0802"," ","SMR04"," ","8 - 28 days",0
"2017/18","SB0802"," ","SMR04"," ","29 days - 6 months",10
"2017/18","SB0802"," ","SMR04"," ","> 6 months",10
"2017/18","SB0802"," ","Total","d","< 1 day",0
"2017/18","SB0802"," ","Total","d","1 - 7 days",0
"2017/18","SB0802"," ","Total","d","8 - 28 days",0
"2017/18","SB0802"," ","Total","d","29 days - 6 months",10
"2017/18","SB0802"," ","Total","d","> 6 months",10
"2017/18","S92000003","d","SMR01"," ","< 1 day",2845
"2017/18","S92000003","d","SMR01"," ","1 - 7 days",7955
"2017/18","S92000003","d","SMR01"," ","8 - 28 days",2695
"2017/18","S92000003","d","SMR01"," ","29 days - 6 months",1085
"2017/18","S92000003","d","SMR01"," ","> 6 months",40
"2017/18","S92000003","d","SMR04"," ","< 1 day",665
"2017/18","S92000003","d","SMR04"," ","1 - 7 days",4350
"2017/18","S92000003","d","SMR04"," ","8 - 28 days",5560
"2017/18","S92000003","d","SMR04"," ","29 days - 6 months",5055
"2017/18","S92000003","d","SMR04"," ","> 6 months",1175
"2017/18","S92000003","d","Total","d","< 1 day",3505
"2017/18","S92000003","d","Total","d","1 - 7 days",12305
"2017/18","S92000003","d","Total","d","8 - 28 days",8255
"2017/18","S92000003","d","Total","d","29 days - 6 months",6145
"2017/18","S92000003","d","Total","d","> 6 months",1220
"2018/19","SB0801"," ","SMR01"," ","< 1 day",0
"2018/19","SB0801"," ","SMR01"," ","1 - 7 days",0
"2018/19","SB0801"," ","SMR01"," ","8 - 28 days",0
"2018/19","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2018/19","SB0801"," ","SMR01"," ","> 6 months",0
"2018/19","SB0801"," ","SMR04"," ","< 1 day",0
"2018/19","SB0801"," ","SMR04"," ","1 - 7 days",0
"2018/19","SB0801"," ","SMR04"," ","8 - 28 days",0
"2018/19","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2018/19","SB0801"," ","SMR04"," ","> 6 months",0
"2018/19","SB0801"," ","Total","d","< 1 day",0
"2018/19","SB0801"," ","Total","d","1 - 7 days",0
"2018/19","SB0801"," ","Total","d","8 - 28 days",0
"2018/19","SB0801"," ","Total","d","29 days - 6 months",0
"2018/19","SB0801"," ","Total","d","> 6 months",0
"2018/19","S08000015"," ","SMR01"," ","< 1 day",215
"2018/19","S08000015"," ","SMR01"," ","1 - 7 days",530
"2018/19","S08000015"," ","SMR01"," ","8 - 28 days",160
"2018/19","S08000015"," ","SMR01"," ","29 days - 6 months",55
"2018/19","S08000015"," ","SMR01"," ","> 6 months",5
"2018/19","S08000015"," ","SMR04"," ","< 1 day",5
"2018/19","S08000015"," ","SMR04"," ","1 - 7 days",295
"2018/19","S08000015"," ","SMR04"," ","8 - 28 days",340
"2018/19","S08000015"," ","SMR04"," ","29 days - 6 months",330
"2018/19","S08000015"," ","SMR04"," ","> 6 months",60
"2018/19","S08000015"," ","Total","d","< 1 day",225
"2018/19","S08000015"," ","Total","d","1 - 7 days",830
"2018/19","S08000015"," ","Total","d","8 - 28 days",500
"2018/19","S08000015"," ","Total","d","29 days - 6 months",385
"2018/19","S08000015"," ","Total","d","> 6 months",65
"2018/19","S08000016"," ","SMR01"," ","< 1 day",35
"2018/19","S08000016"," ","SMR01"," ","1 - 7 days",125
"2018/19","S08000016"," ","SMR01"," ","8 - 28 days",45
"2018/19","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2018/19","S08000016"," ","SMR01"," ","> 6 months",0
"2018/19","S08000016"," ","SMR04"," ","< 1 day",5
"2018/19","S08000016"," ","SMR04"," ","1 - 7 days",95
"2018/19","S08000016"," ","SMR04"," ","8 - 28 days",110
"2018/19","S08000016"," ","SMR04"," ","29 days - 6 months",85
"2018/19","S08000016"," ","SMR04"," ","> 6 months",30
"2018/19","S08000016"," ","Total","d","< 1 day",45
"2018/19","S08000016"," ","Total","d","1 - 7 days",215
"2018/19","S08000016"," ","Total","d","8 - 28 days",150
"2018/19","S08000016"," ","Total","d","29 days - 6 months",105
"2018/19","S08000016"," ","Total","d","> 6 months",30
"2018/19","S08000017"," ","SMR01"," ","< 1 day",300
"2018/19","S08000017"," ","SMR01"," ","1 - 7 days",140
"2018/19","S08000017"," ","SMR01"," ","8 - 28 days",65
"2018/19","S08000017"," ","SMR01"," ","29 days - 6 months",20
"2018/19","S08000017"," ","SMR01"," ","> 6 months",0
"2018/19","S08000017"," ","SMR04"," ","< 1 day",110
"2018/19","S08000017"," ","SMR04"," ","1 - 7 days",165
"2018/19","S08000017"," ","SMR04"," ","8 - 28 days",160
"2018/19","S08000017"," ","SMR04"," ","29 days - 6 months",160
"2018/19","S08000017"," ","SMR04"," ","> 6 months",15
"2018/19","S08000017"," ","Total","d","< 1 day",415
"2018/19","S08000017"," ","Total","d","1 - 7 days",305
"2018/19","S08000017"," ","Total","d","8 - 28 days",230
"2018/19","S08000017"," ","Total","d","29 days - 6 months",180
"2018/19","S08000017"," ","Total","d","> 6 months",15
"2018/19","S08000029"," ","SMR01"," ","< 1 day",275
"2018/19","S08000029"," ","SMR01"," ","1 - 7 days",565
"2018/19","S08000029"," ","SMR01"," ","8 - 28 days",275
"2018/19","S08000029"," ","SMR01"," ","29 days - 6 months",125
"2018/19","S08000029"," ","SMR01"," ","> 6 months",5
"2018/19","S08000029"," ","SMR04"," ","< 1 day",35
"2018/19","S08000029"," ","SMR04"," ","1 - 7 days",330
"2018/19","S08000029"," ","SMR04"," ","8 - 28 days",320
"2018/19","S08000029"," ","SMR04"," ","29 days - 6 months",360
"2018/19","S08000029"," ","SMR04"," ","> 6 months",75
"2018/19","S08000029"," ","Total","d","< 1 day",310
"2018/19","S08000029"," ","Total","d","1 - 7 days",890
"2018/19","S08000029"," ","Total","d","8 - 28 days",595
"2018/19","S08000029"," ","Total","d","29 days - 6 months",480
"2018/19","S08000029"," ","Total","d","> 6 months",80
"2018/19","S08000019"," ","SMR01"," ","< 1 day",110
"2018/19","S08000019"," ","SMR01"," ","1 - 7 days",365
"2018/19","S08000019"," ","SMR01"," ","8 - 28 days",90
"2018/19","S08000019"," ","SMR01"," ","29 days - 6 months",35
"2018/19","S08000019"," ","SMR01"," ","> 6 months",0
"2018/19","S08000019"," ","SMR04"," ","< 1 day",35
"2018/19","S08000019"," ","SMR04"," ","1 - 7 days",350
"2018/19","S08000019"," ","SMR04"," ","8 - 28 days",280
"2018/19","S08000019"," ","SMR04"," ","29 days - 6 months",230
"2018/19","S08000019"," ","SMR04"," ","> 6 months",90
"2018/19","S08000019"," ","Total","d","< 1 day",145
"2018/19","S08000019"," ","Total","d","1 - 7 days",720
"2018/19","S08000019"," ","Total","d","8 - 28 days",365
"2018/19","S08000019"," ","Total","d","29 days - 6 months",265
"2018/19","S08000019"," ","Total","d","> 6 months",90
"2018/19","S08000020"," ","SMR01"," ","< 1 day",235
"2018/19","S08000020"," ","SMR01"," ","1 - 7 days",665
"2018/19","S08000020"," ","SMR01"," ","8 - 28 days",150
"2018/19","S08000020"," ","SMR01"," ","29 days - 6 months",65
"2018/19","S08000020"," ","SMR01"," ","> 6 months",0
"2018/19","S08000020"," ","SMR04"," ","< 1 day",75
"2018/19","S08000020"," ","SMR04"," ","1 - 7 days",355
"2018/19","S08000020"," ","SMR04"," ","8 - 28 days",465
"2018/19","S08000020"," ","SMR04"," ","29 days - 6 months",510
"2018/19","S08000020"," ","SMR04"," ","> 6 months",110
"2018/19","S08000020"," ","Total","d","< 1 day",315
"2018/19","S08000020"," ","Total","d","1 - 7 days",1020
"2018/19","S08000020"," ","Total","d","8 - 28 days",615
"2018/19","S08000020"," ","Total","d","29 days - 6 months",575
"2018/19","S08000020"," ","Total","d","> 6 months",110
"2018/19","S08000031"," ","SMR01"," ","< 1 day",875
"2018/19","S08000031"," ","SMR01"," ","1 - 7 days",2710
"2018/19","S08000031"," ","SMR01"," ","8 - 28 days",780
"2018/19","S08000031"," ","SMR01"," ","29 days - 6 months",260
"2018/19","S08000031"," ","SMR01"," ","> 6 months",0
"2018/19","S08000031"," ","SMR04"," ","< 1 day",65
"2018/19","S08000031"," ","SMR04"," ","1 - 7 days",1080
"2018/19","S08000031"," ","SMR04"," ","8 - 28 days",1835
"2018/19","S08000031"," ","SMR04"," ","29 days - 6 months",1415
"2018/19","S08000031"," ","SMR04"," ","> 6 months",295
"2018/19","S08000031"," ","Total","d","< 1 day",935
"2018/19","S08000031"," ","Total","d","1 - 7 days",3790
"2018/19","S08000031"," ","Total","d","8 - 28 days",2615
"2018/19","S08000031"," ","Total","d","29 days - 6 months",1675
"2018/19","S08000031"," ","Total","d","> 6 months",295
"2018/19","S08000022"," ","SMR01"," ","< 1 day",175
"2018/19","S08000022"," ","SMR01"," ","1 - 7 days",455
"2018/19","S08000022"," ","SMR01"," ","8 - 28 days",115
"2018/19","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2018/19","S08000022"," ","SMR01"," ","> 6 months",10
"2018/19","S08000022"," ","SMR04"," ","< 1 day",15
"2018/19","S08000022"," ","SMR04"," ","1 - 7 days",230
"2018/19","S08000022"," ","SMR04"," ","8 - 28 days",265
"2018/19","S08000022"," ","SMR04"," ","29 days - 6 months",225
"2018/19","S08000022"," ","SMR04"," ","> 6 months",65
"2018/19","S08000022"," ","Total","d","< 1 day",195
"2018/19","S08000022"," ","Total","d","1 - 7 days",690
"2018/19","S08000022"," ","Total","d","8 - 28 days",380
"2018/19","S08000022"," ","Total","d","29 days - 6 months",280
"2018/19","S08000022"," ","Total","d","> 6 months",75
"2018/19","S08000032"," ","SMR01"," ","< 1 day",375
"2018/19","S08000032"," ","SMR01"," ","1 - 7 days",1025
"2018/19","S08000032"," ","SMR01"," ","8 - 28 days",390
"2018/19","S08000032"," ","SMR01"," ","29 days - 6 months",100
"2018/19","S08000032"," ","SMR01"," ","> 6 months",0
"2018/19","S08000032"," ","SMR04"," ","< 1 day",25
"2018/19","S08000032"," ","SMR04"," ","1 - 7 days",330
"2018/19","S08000032"," ","SMR04"," ","8 - 28 days",545
"2018/19","S08000032"," ","SMR04"," ","29 days - 6 months",455
"2018/19","S08000032"," ","SMR04"," ","> 6 months",70
"2018/19","S08000032"," ","Total","d","< 1 day",395
"2018/19","S08000032"," ","Total","d","1 - 7 days",1355
"2018/19","S08000032"," ","Total","d","8 - 28 days",935
"2018/19","S08000032"," ","Total","d","29 days - 6 months",555
"2018/19","S08000032"," ","Total","d","> 6 months",70
"2018/19","S08000024"," ","SMR01"," ","< 1 day",310
"2018/19","S08000024"," ","SMR01"," ","1 - 7 days",1085
"2018/19","S08000024"," ","SMR01"," ","8 - 28 days",425
"2018/19","S08000024"," ","SMR01"," ","29 days - 6 months",265
"2018/19","S08000024"," ","SMR01"," ","> 6 months",10
"2018/19","S08000024"," ","SMR04"," ","< 1 day",275
"2018/19","S08000024"," ","SMR04"," ","1 - 7 days",665
"2018/19","S08000024"," ","SMR04"," ","8 - 28 days",795
"2018/19","S08000024"," ","SMR04"," ","29 days - 6 months",715
"2018/19","S08000024"," ","SMR04"," ","> 6 months",210
"2018/19","S08000024"," ","Total","d","< 1 day",585
"2018/19","S08000024"," ","Total","d","1 - 7 days",1750
"2018/19","S08000024"," ","Total","d","8 - 28 days",1220
"2018/19","S08000024"," ","Total","d","29 days - 6 months",985
"2018/19","S08000024"," ","Total","d","> 6 months",225
"2018/19","S08000025"," ","SMR01"," ","< 1 day",20
"2018/19","S08000025"," ","SMR01"," ","1 - 7 days",40
"2018/19","S08000025"," ","SMR01"," ","8 - 28 days",5
"2018/19","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2018/19","S08000025"," ","SMR01"," ","> 6 months",0
"2018/19","S08000025"," ","SMR04"," ","< 1 day",0
"2018/19","S08000025"," ","SMR04"," ","1 - 7 days",0
"2018/19","S08000025"," ","SMR04"," ","8 - 28 days",0
"2018/19","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2018/19","S08000025"," ","SMR04"," ","> 6 months",0
"2018/19","S08000025"," ","Total","d","< 1 day",20
"2018/19","S08000025"," ","Total","d","1 - 7 days",40
"2018/19","S08000025"," ","Total","d","8 - 28 days",5
"2018/19","S08000025"," ","Total","d","29 days - 6 months",0
"2018/19","S08000025"," ","Total","d","> 6 months",0
"2018/19","S08000026"," ","SMR01"," ","< 1 day",35
"2018/19","S08000026"," ","SMR01"," ","1 - 7 days",45
"2018/19","S08000026"," ","SMR01"," ","8 - 28 days",10
"2018/19","S08000026"," ","SMR01"," ","29 days - 6 months",5
"2018/19","S08000026"," ","SMR01"," ","> 6 months",0
"2018/19","S08000026"," ","SMR04"," ","< 1 day",0
"2018/19","S08000026"," ","SMR04"," ","1 - 7 days",0
"2018/19","S08000026"," ","SMR04"," ","8 - 28 days",0
"2018/19","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2018/19","S08000026"," ","SMR04"," ","> 6 months",0
"2018/19","S08000026"," ","Total","d","< 1 day",35
"2018/19","S08000026"," ","Total","d","1 - 7 days",45
"2018/19","S08000026"," ","Total","d","8 - 28 days",10
"2018/19","S08000026"," ","Total","d","29 days - 6 months",5
"2018/19","S08000026"," ","Total","d","> 6 months",0
"2018/19","S08000030"," ","SMR01"," ","< 1 day",300
"2018/19","S08000030"," ","SMR01"," ","1 - 7 days",510
"2018/19","S08000030"," ","SMR01"," ","8 - 28 days",175
"2018/19","S08000030"," ","SMR01"," ","29 days - 6 months",100
"2018/19","S08000030"," ","SMR01"," ","> 6 months",5
"2018/19","S08000030"," ","SMR04"," ","< 1 day",40
"2018/19","S08000030"," ","SMR04"," ","1 - 7 days",605
"2018/19","S08000030"," ","SMR04"," ","8 - 28 days",500
"2018/19","S08000030"," ","SMR04"," ","29 days - 6 months",580
"2018/19","S08000030"," ","SMR04"," ","> 6 months",90
"2018/19","S08000030"," ","Total","d","< 1 day",340
"2018/19","S08000030"," ","Total","d","1 - 7 days",1115
"2018/19","S08000030"," ","Total","d","8 - 28 days",680
"2018/19","S08000030"," ","Total","d","29 days - 6 months",680
"2018/19","S08000030"," ","Total","d","> 6 months",95
"2018/19","S08000028"," ","SMR01"," ","< 1 day",20
"2018/19","S08000028"," ","SMR01"," ","1 - 7 days",65
"2018/19","S08000028"," ","SMR01"," ","8 - 28 days",10
"2018/19","S08000028"," ","SMR01"," ","29 days - 6 months",5
"2018/19","S08000028"," ","SMR01"," ","> 6 months",0
"2018/19","S08000028"," ","SMR04"," ","< 1 day",0
"2018/19","S08000028"," ","SMR04"," ","1 - 7 days",10
"2018/19","S08000028"," ","SMR04"," ","8 - 28 days",15
"2018/19","S08000028"," ","SMR04"," ","29 days - 6 months",15
"2018/19","S08000028"," ","SMR04"," ","> 6 months",10
"2018/19","S08000028"," ","Total","d","< 1 day",25
"2018/19","S08000028"," ","Total","d","1 - 7 days",70
"2018/19","S08000028"," ","Total","d","8 - 28 days",25
"2018/19","S08000028"," ","Total","d","29 days - 6 months",20
"2018/19","S08000028"," ","Total","d","> 6 months",10
"2018/19","SB0802"," ","SMR01"," ","< 1 day",0
"2018/19","SB0802"," ","SMR01"," ","1 - 7 days",0
"2018/19","SB0802"," ","SMR01"," ","8 - 28 days",0
"2018/19","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2018/19","SB0802"," ","SMR01"," ","> 6 months",0
"2018/19","SB0802"," ","SMR04"," ","< 1 day",0
"2018/19","SB0802"," ","SMR04"," ","1 - 7 days",0
"2018/19","SB0802"," ","SMR04"," ","8 - 28 days",0
"2018/19","SB0802"," ","SMR04"," ","29 days - 6 months",5
"2018/19","SB0802"," ","SMR04"," ","> 6 months",10
"2018/19","SB0802"," ","Total","d","< 1 day",0
"2018/19","SB0802"," ","Total","d","1 - 7 days",0
"2018/19","SB0802"," ","Total","d","8 - 28 days",0
"2018/19","SB0802"," ","Total","d","29 days - 6 months",5
"2018/19","SB0802"," ","Total","d","> 6 months",10
"2018/19","S92000003","d","SMR01"," ","< 1 day",3290
"2018/19","S92000003","d","SMR01"," ","1 - 7 days",8325
"2018/19","S92000003","d","SMR01"," ","8 - 28 days",2700
"2018/19","S92000003","d","SMR01"," ","29 days - 6 months",1110
"2018/19","S92000003","d","SMR01"," ","> 6 months",35
"2018/19","S92000003","d","SMR04"," ","< 1 day",680
"2018/19","S92000003","d","SMR04"," ","1 - 7 days",4510
"2018/19","S92000003","d","SMR04"," ","8 - 28 days",5625
"2018/19","S92000003","d","SMR04"," ","29 days - 6 months",5085
"2018/19","S92000003","d","SMR04"," ","> 6 months",1135
"2018/19","S92000003","d","Total","d","< 1 day",3970
"2018/19","S92000003","d","Total","d","1 - 7 days",12835
"2018/19","S92000003","d","Total","d","8 - 28 days",8325
"2018/19","S92000003","d","Total","d","29 days - 6 months",6195
"2018/19","S92000003","d","Total","d","> 6 months",1170
"2019/20","SB0801"," ","SMR01"," ","< 1 day",0
"2019/20","SB0801"," ","SMR01"," ","1 - 7 days",0
"2019/20","SB0801"," ","SMR01"," ","8 - 28 days",0
"2019/20","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2019/20","SB0801"," ","SMR01"," ","> 6 months",0
"2019/20","SB0801"," ","SMR04"," ","< 1 day",0
"2019/20","SB0801"," ","SMR04"," ","1 - 7 days",0
"2019/20","SB0801"," ","SMR04"," ","8 - 28 days",0
"2019/20","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2019/20","SB0801"," ","SMR04"," ","> 6 months",0
"2019/20","SB0801"," ","Total","d","< 1 day",0
"2019/20","SB0801"," ","Total","d","1 - 7 days",0
"2019/20","SB0801"," ","Total","d","8 - 28 days",0
"2019/20","SB0801"," ","Total","d","29 days - 6 months",0
"2019/20","SB0801"," ","Total","d","> 6 months",0
"2019/20","S08000015"," ","SMR01"," ","< 1 day",145
"2019/20","S08000015"," ","SMR01"," ","1 - 7 days",530
"2019/20","S08000015"," ","SMR01"," ","8 - 28 days",175
