"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2013/14","RA2702"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2702"," ","0-17 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2702"," ","18-24 years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2702"," ","18-24 years","Female","SMR04"," ",10," ","",":",10," ","",":"
"2013/14","RA2702"," ","25-39 years","Male","SMR04"," ",20," ","",":",20," ","",":"
"2013/14","RA2702"," ","25-39 years","Female","SMR04"," ",15," ","",":",15," ","",":"
"2013/14","RA2702"," ","40-64 years","Male","SMR04"," ",30," ","",":",30," ","",":"
"2013/14","RA2702"," ","40-64 years","Female","SMR04"," ",25," ","",":",25," ","",":"
"2013/14","RA2702"," ","65plus years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2702"," ","65plus years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2701"," ","0-17 years","Male","SMR04"," ",5," ","",":",0," ","",":"
"2013/14","RA2701"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2701"," ","18-24 years","Male","SMR04"," ",15," ","",":",10," ","",":"
"2013/14","RA2701"," ","18-24 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2701"," ","25-39 years","Male","SMR04"," ",85," ","",":",60," ","",":"
"2013/14","RA2701"," ","25-39 years","Female","SMR04"," ",20," ","",":",15," ","",":"
"2013/14","RA2701"," ","40-64 years","Male","SMR04"," ",80," ","",":",70," ","",":"
"2013/14","RA2701"," ","40-64 years","Female","SMR04"," ",25," ","",":",20," ","",":"
"2013/14","RA2701"," ","65plus years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2701"," ","65plus years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2704"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2704"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2704"," ","18-24 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2704"," ","18-24 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2704"," ","25-39 years","Male","SMR04"," ",10," ","",":",10," ","",":"
"2013/14","RA2704"," ","25-39 years","Female","SMR04"," ",10," ","",":",5," ","",":"
"2013/14","RA2704"," ","40-64 years","Male","SMR04"," ",15," ","",":",10," ","",":"
"2013/14","RA2704"," ","40-64 years","Female","SMR04"," ",15," ","",":",15," ","",":"
"2013/14","RA2704"," ","65plus years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2704"," ","65plus years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2703"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","18-24 years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2703"," ","18-24 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","25-39 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","25-39 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2013/14","RA2703"," ","40-64 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","40-64 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","65plus years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2013/14","RA2703"," ","65plus years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","S08000015"," ","0-17 years","Male","SMR04"," ",10," ","27.49"," ",5," ","13.74"," "
"2014/15","S08000015"," ","0-17 years","Female","SMR04"," ",25," ","71.47"," ",15," ","42.88"," "
"2014/15","S08000015"," ","18-24 years","Male","SMR04"," ",40," ","262.92"," ",25," ","164.32"," "
"2014/15","S08000015"," ","18-24 years","Female","SMR04"," ",15," ","101.42"," ",15," ","101.42"," "
"2014/15","S08000015"," ","25-39 years","Male","SMR04"," ",200," ","712.86"," ",130," ","463.36"," "
"2014/15","S08000015"," ","25-39 years","Female","SMR04"," ",165," ","533.31"," ",110," ","355.54"," "
"2014/15","S08000015"," ","40-64 years","Male","SMR04"," ",335," ","528.6"," ",225," ","355.03"," "
"2014/15","S08000015"," ","40-64 years","Female","SMR04"," ",235," ","339.01"," ",140," ","201.96"," "
"2014/15","S08000015"," ","65plus years","Male","SMR04"," ",115," ","331.33"," ",100," ","288.11"," "
"2014/15","S08000015"," ","65plus years","Female","SMR04"," ",120," ","276.67"," ",105," ","242.09"," "
"2014/15","S08000016"," ","0-17 years","Male","SMR04"," ",5," ","45.39"," ",5," ","45.39"," "
"2014/15","S08000016"," ","0-17 years","Female","SMR04"," ",20," ","187.71"," ",10," ","93.85"," "
"2014/15","S08000016"," ","18-24 years","Male","SMR04"," ",15," ","383.53"," ",10," ","255.69"," "
"2014/15","S08000016"," ","18-24 years","Female","SMR04"," ",20," ","508.39"," ",15," ","381.29"," "
"2014/15","S08000016"," ","25-39 years","Male","SMR04"," ",80," ","1056.25"," ",45," ","594.14"," "
"2014/15","S08000016"," ","25-39 years","Female","SMR04"," ",45," ","557.07"," ",25," ","309.48"," "
"2014/15","S08000016"," ","40-64 years","Male","SMR04"," ",105," ","505.44"," ",65," ","312.89"," "
"2014/15","S08000016"," ","40-64 years","Female","SMR04"," ",95," ","436.42"," ",55," ","252.66"," "
"2014/15","S08000016"," ","65plus years","Male","SMR04"," ",60," ","498.17"," ",45," ","373.63"," "
"2014/15","S08000016"," ","65plus years","Female","SMR04"," ",50," ","349.99"," ",40," ","279.99"," "
"2014/15","S08000017"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000017"," ","0-17 years","Female","SMR04"," ",5," ","37.45"," ",5," ","37.45"," "
"2014/15","S08000017"," ","18-24 years","Male","SMR04"," ",20," ","356.89"," ",15," ","267.67"," "
"2014/15","S08000017"," ","18-24 years","Female","SMR04"," ",25," ","464.51"," ",10," ","185.8"," "
"2014/15","S08000017"," ","25-39 years","Male","SMR04"," ",60," ","579.88"," ",40," ","386.59"," "
"2014/15","S08000017"," ","25-39 years","Female","SMR04"," ",90," ","808.12"," ",45," ","404.06"," "
"2014/15","S08000017"," ","40-64 years","Male","SMR04"," ",150," ","570.06"," ",90," ","342.04"," "
"2014/15","S08000017"," ","40-64 years","Female","SMR04"," ",180," ","643.02"," ",60," ","214.34"," "
"2014/15","S08000017"," ","65plus years","Male","SMR04"," ",95," ","575.34"," ",65," ","393.65"," "
"2014/15","S08000017"," ","65plus years","Female","SMR04"," ",85," ","441.03"," ",55," ","285.37"," "
"2014/15","S08000019"," ","0-17 years","Male","SMR04"," ",15," ","48.77"," ",10," ","32.51"," "
"2014/15","S08000019"," ","0-17 years","Female","SMR04"," ",10," ","34.04"," ",10," ","34.04"," "
"2014/15","S08000019"," ","18-24 years","Male","SMR04"," ",50," ","360.23"," ",40," ","288.18"," "
"2014/15","S08000019"," ","18-24 years","Female","SMR04"," ",60," ","448.53"," ",35," ","261.64"," "
"2014/15","S08000019"," ","25-39 years","Male","SMR04"," ",180," ","709.25"," ",125," ","492.53"," "
"2014/15","S08000019"," ","25-39 years","Female","SMR04"," ",90," ","331.58"," ",70," ","257.89"," "
"2014/15","S08000019"," ","40-64 years","Male","SMR04"," ",245," ","471.86"," ",170," ","327.41"," "
"2014/15","S08000019"," ","40-64 years","Female","SMR04"," ",185," ","340.11"," ",125," ","229.8"," "
"2014/15","S08000019"," ","65plus years","Male","SMR04"," ",180," ","744.23"," ",120," ","496.15"," "
"2014/15","S08000019"," ","65plus years","Female","SMR04"," ",190," ","633.76"," ",135," ","450.3"," "
"2014/15","S08000020"," ","0-17 years","Male","SMR04"," ",5," ","8.73"," ",5," ","8.73"," "
"2014/15","S08000020"," ","0-17 years","Female","SMR04"," ",25," ","46.16"," ",20," ","36.93"," "
"2014/15","S08000020"," ","18-24 years","Male","SMR04"," ",85," ","298.49"," ",60," ","210.7"," "
"2014/15","S08000020"," ","18-24 years","Female","SMR04"," ",65," ","230.89"," ",45," ","159.85"," "
"2014/15","S08000020"," ","25-39 years","Male","SMR04"," ",245," ","401.19"," ",145," ","237.44"," "
"2014/15","S08000020"," ","25-39 years","Female","SMR04"," ",225," ","380.55"," ",120," ","202.96"," "
"2014/15","S08000020"," ","40-64 years","Male","SMR04"," ",360," ","366.83"," ",230," ","234.36"," "
"2014/15","S08000020"," ","40-64 years","Female","SMR04"," ",325," ","328.97"," ",215," ","217.63"," "
"2014/15","S08000020"," ","65plus years","Male","SMR04"," ",230," ","514.78"," ",170," ","380.49"," "
"2014/15","S08000020"," ","65plus years","Female","SMR04"," ",245," ","450.52"," ",195," ","358.58"," "
"2014/15","S08000022"," ","0-17 years","Male","SMR04"," ",10," ","31.74"," ",10," ","31.74"," "
"2014/15","S08000022"," ","0-17 years","Female","SMR04"," ",15," ","50.45"," ",10," ","33.63"," "
"2014/15","S08000022"," ","18-24 years","Male","SMR04"," ",60," ","478.93"," ",40," ","319.28"," "
"2014/15","S08000022"," ","18-24 years","Female","SMR04"," ",60," ","561.32"," ",40," ","374.22"," "
"2014/15","S08000022"," ","25-39 years","Male","SMR04"," ",175," ","687.51"," ",120," ","471.44"," "
"2014/15","S08000022"," ","25-39 years","Female","SMR04"," ",125," ","491.76"," ",90," ","354.07"," "
"2014/15","S08000022"," ","40-64 years","Male","SMR04"," ",265," ","468.49"," ",195," ","344.74"," "
"2014/15","S08000022"," ","40-64 years","Female","SMR04"," ",270," ","452.4"," ",195," ","326.73"," "
"2014/15","S08000022"," ","65plus years","Male","SMR04"," ",125," ","397.96"," ",110," ","350.21"," "
"2014/15","S08000022"," ","65plus years","Female","SMR04"," ",145," ","384.2"," ",120," ","317.96"," "
"2014/15","S08000024"," ","0-17 years","Male","SMR04"," ",20," ","23.97"," ",10," ","11.98"," "
"2014/15","S08000024"," ","0-17 years","Female","SMR04"," ",70," ","87.56"," ",50," ","62.55"," "
"2014/15","S08000024"," ","18-24 years","Male","SMR04"," ",150," ","349.14"," ",85," ","197.84"," "
"2014/15","S08000024"," ","18-24 years","Female","SMR04"," ",135," ","294.99"," ",75," ","163.88"," "
"2014/15","S08000024"," ","25-39 years","Male","SMR04"," ",515," ","549.27"," ",310," ","330.63"," "
"2014/15","S08000024"," ","25-39 years","Female","SMR04"," ",425," ","437.16"," ",250," ","257.15"," "
"2014/15","S08000024"," ","40-64 years","Male","SMR04"," ",660," ","480.09"," ",470," ","341.88"," "
"2014/15","S08000024"," ","40-64 years","Female","SMR04"," ",700," ","494.64"," ",405," ","286.19"," "
"2014/15","S08000024"," ","65plus years","Male","SMR04"," ",320," ","538.33"," ",235," ","395.34"," "
"2014/15","S08000024"," ","65plus years","Female","SMR04"," ",320," ","417.79"," ",245," ","319.87"," "
"2014/15","S08000025"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000025"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000025"," ","18-24 years","Male","SMR04"," ",5," ","574.05"," ",5," ","574.05"," "
"2014/15","S08000025"," ","18-24 years","Female","SMR04"," ",5," ","657.89"," ",0," ","0"," "
"2014/15","S08000025"," ","25-39 years","Male","SMR04"," ",5," ","308.64"," ",5," ","308.64"," "
"2014/15","S08000025"," ","25-39 years","Female","SMR04"," ",10," ","580.38"," ",5," ","290.19"," "
"2014/15","S08000025"," ","40-64 years","Male","SMR04"," ",5," ","126.61"," ",5," ","126.61"," "
"2014/15","S08000025"," ","40-64 years","Female","SMR04"," ",5," ","127.42"," ",5," ","127.42"," "
"2014/15","S08000025"," ","65plus years","Male","SMR04"," ",5," ","227.07"," ",5," ","227.07"," "
"2014/15","S08000025"," ","65plus years","Female","SMR04"," ",5," ","198.97"," ",5," ","198.97"," "
"2014/15","S08000026"," ","0-17 years","Male","SMR04"," ",5," ","197.78"," ",5," ","197.78"," "
"2014/15","S08000026"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000026"," ","18-24 years","Male","SMR04"," ",5," ","507.61"," ",5," ","507.61"," "
"2014/15","S08000026"," ","18-24 years","Female","SMR04"," ",10," ","1199.04"," ",5," ","599.52"," "
"2014/15","S08000026"," ","25-39 years","Male","SMR04"," ",5," ","239.12"," ",5," ","239.12"," "
"2014/15","S08000026"," ","25-39 years","Female","SMR04"," ",5," ","250.88"," ",5," ","250.88"," "
"2014/15","S08000026"," ","40-64 years","Male","SMR04"," ",10," ","239.52"," ",5," ","119.76"," "
"2014/15","S08000026"," ","40-64 years","Female","SMR04"," ",10," ","248.69"," ",5," ","124.35"," "
"2014/15","S08000026"," ","65plus years","Male","SMR04"," ",5," ","248.26"," ",5," ","248.26"," "
"2014/15","S08000026"," ","65plus years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000028"," ","0-17 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000028"," ","0-17 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000028"," ","18-24 years","Male","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000028"," ","18-24 years","Female","SMR04"," ",5," ","608.27"," ",0," ","0"," "
"2014/15","S08000028"," ","25-39 years","Male","SMR04"," ",5," ","248.88"," ",5," ","248.88"," "
"2014/15","S08000028"," ","25-39 years","Female","SMR04"," ",0," ","0"," ",0," ","0"," "
"2014/15","S08000028"," ","40-64 years","Male","SMR04"," ",15," ","297.21"," ",10," ","198.14"," "
"2014/15","S08000028"," ","40-64 years","Female","SMR04"," ",15," ","304.01"," ",10," ","202.68"," "
"2014/15","S08000028"," ","65plus years","Male","SMR04"," ",5," ","172.12"," ",5," ","172.12"," "
"2014/15","S08000028"," ","65plus years","Female","SMR04"," ",5," ","141"," ",5," ","141"," "
"2014/15","S08000029"," ","0-17 years","Male","SMR04"," ",5," ","13.46"," ",5," ","13.46"," "
"2014/15","S08000029"," ","0-17 years","Female","SMR04"," ",10," ","28.38"," ",5," ","14.19"," "
"2014/15","S08000029"," ","18-24 years","Male","SMR04"," ",50," ","302.32"," ",30," ","181.39"," "
"2014/15","S08000029"," ","18-24 years","Female","SMR04"," ",95," ","559.38"," ",55," ","323.85"," "
"2014/15","S08000029"," ","25-39 years","Male","SMR04"," ",215," ","709.57"," ",130," ","429.04"," "
"2014/15","S08000029"," ","25-39 years","Female","SMR04"," ",135," ","415.88"," ",80," ","246.45"," "
"2014/15","S08000029"," ","40-64 years","Male","SMR04"," ",255," ","410.79"," ",170," ","273.86"," "
"2014/15","S08000029"," ","40-64 years","Female","SMR04"," ",290," ","443.28"," ",175," ","267.49"," "
"2014/15","S08000029"," ","65plus years","Male","SMR04"," ",180," ","565.36"," ",120," ","376.91"," "
"2014/15","S08000029"," ","65plus years","Female","SMR04"," ",225," ","573.41"," ",165," ","420.5"," "
"2014/15","S08000030"," ","0-17 years","Male","SMR04"," ",20," ","50.32"," ",15," ","37.74"," "
"2014/15","S08000030"," ","0-17 years","Female","SMR04"," ",30," ","79.03"," ",15," ","39.52"," "
"2014/15","S08000030"," ","18-24 years","Male","SMR04"," ",65," ","318.04"," ",50," ","244.64"," "
"2014/15","S08000030"," ","18-24 years","Female","SMR04"," ",80," ","398.07"," ",55," ","273.67"," "
"2014/15","S08000030"," ","25-39 years","Male","SMR04"," ",305," ","842.7"," ",210," ","580.22"," "
"2014/15","S08000030"," ","25-39 years","Female","SMR04"," ",185," ","500.96"," ",130," ","352.03"," "
"2014/15","S08000030"," ","40-64 years","Male","SMR04"," ",440," ","652.94"," ",295," ","437.77"," "
"2014/15","S08000030"," ","40-64 years","Female","SMR04"," ",345," ","485.23"," ",240," ","337.55"," "
"2014/15","S08000030"," ","65plus years","Male","SMR04"," ",275," ","741"," ",175," ","471.55"," "
"2014/15","S08000030"," ","65plus years","Female","SMR04"," ",410," ","875.3"," ",260," ","555.07"," "
"2014/15","S08000031"," ","0-17 years","Male","SMR04"," ",45," ","40.47"," ",35," ","31.48"," "
"2014/15","S08000031"," ","0-17 years","Female","SMR04"," ",55," ","51.6"," ",40," ","37.53"," "
"2014/15","S08000031"," ","18-24 years","Male","SMR04"," ",205," ","349.14"," ",135," ","229.92"," "
"2014/15","S08000031"," ","18-24 years","Female","SMR04"," ",160," ","270.73"," ",110," ","186.13"," "
"2014/15","S08000031"," ","25-39 years","Male","SMR04"," ",740," ","626.5"," ",510," ","431.78"," "
"2014/15","S08000031"," ","25-39 years","Female","SMR04"," ",515," ","426.48"," ",355," ","293.98"," "
"2014/15","S08000031"," ","40-64 years","Male","SMR04"," ",1345," ","734.57"," ",980," ","535.23"," "
"2014/15","S08000031"," ","40-64 years","Female","SMR04"," ",970," ","489.95"," ",690," ","348.52"," "
"2014/15","S08000031"," ","65plus years","Male","SMR04"," ",390," ","492.11"," ",320," ","403.79"," "
"2014/15","S08000031"," ","65plus years","Female","SMR04"," ",495," ","459.23"," ",415," ","385.01"," "
"2014/15","S08000032"," ","0-17 years","Male","SMR04"," ",10," ","14.61"," ",10," ","14.61"," "
"2014/15","S08000032"," ","0-17 years","Female","SMR04"," ",40," ","60.76"," ",25," ","37.98"," "
"2014/15","S08000032"," ","18-24 years","Male","SMR04"," ",80," ","285.05"," ",55," ","195.97"," "
"2014/15","S08000032"," ","18-24 years","Female","SMR04"," ",75," ","279.57"," ",45," ","167.74"," "
"2014/15","S08000032"," ","25-39 years","Male","SMR04"," ",330," ","572.63"," ",220," ","381.75"," "
"2014/15","S08000032"," ","25-39 years","Female","SMR04"," ",205," ","332.71"," ",140," ","227.22"," "
"2014/15","S08000032"," ","40-64 years","Male","SMR04"," ",420," ","373.61"," ",320," ","284.65"," "
"2014/15","S08000032"," ","40-64 years","Female","SMR04"," ",385," ","320.56"," ",285," ","237.3"," "
"2014/15","S08000032"," ","65plus years","Male","SMR04"," ",235," ","482.83"," ",185," ","380.1"," "
"2014/15","S08000032"," ","65plus years","Female","SMR04"," ",275," ","431.74"," ",220," ","345.39"," "
"2014/15","RA2702"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","RA2702"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","RA2702"," ","18-24 years","Male","SMR04"," ",15," ","",":",10," ","",":"
"2014/15","RA2702"," ","18-24 years","Female","SMR04"," ",15," ","",":",15," ","",":"
"2014/15","RA2702"," ","25-39 years","Male","SMR04"," ",30," ","",":",25," ","",":"
"2014/15","RA2702"," ","25-39 years","Female","SMR04"," ",15," ","",":",15," ","",":"
"2014/15","RA2702"," ","40-64 years","Male","SMR04"," ",45," ","",":",35," ","",":"
"2014/15","RA2702"," ","40-64 years","Female","SMR04"," ",30," ","",":",25," ","",":"
"2014/15","RA2702"," ","65plus years","Male","SMR04"," ",10," ","",":",10," ","",":"
"2014/15","RA2702"," ","65plus years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","RA2701"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","RA2701"," ","0-17 years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","RA2701"," ","18-24 years","Male","SMR04"," ",20," ","",":",20," ","",":"
"2014/15","RA2701"," ","18-24 years","Female","SMR04"," ",5," ","",":",5," ","",":"
"2014/15","RA2701"," ","25-39 years","Male","SMR04"," ",95," ","",":",70," ","",":"
"2014/15","RA2701"," ","25-39 years","Female","SMR04"," ",20," ","",":",15," ","",":"
"2014/15","RA2701"," ","40-64 years","Male","SMR04"," ",80," ","",":",60," ","",":"
"2014/15","RA2701"," ","40-64 years","Female","SMR04"," ",20," ","",":",10," ","",":"
"2014/15","RA2701"," ","65plus years","Male","SMR04"," ",5," ","",":",5," ","",":"
"2014/15","RA2701"," ","65plus years","Female","SMR04"," ",0," ","",":",0," ","",":"
"2014/15","RA2704"," ","0-17 years","Male","SMR04"," ",0," ","",":",0," ","",":"
